Number,Block,Base,Fluff,Forehead,Belly,Mood,Nose,Tail,Pelt,Outline,Paws,Head,Face,Bottoms,Top,Tools,Unique,Status,Price,Offer,MaxOffer
1785,12086177,Thin Mint,NA,NA,NA,Silly,Pink,On Fire,NA,NA,NA,Birthday Pink,Orange Round Shades,NA,NA,NA,NA,for_sale,0.5,0,0.0
1786,12086182,Steel,NA,NA,NA,Silly,NA,Sage,NA,NA,NA,Purple,VR Orange Green,NA,NA,NA,NA,for_sale,0.975,0,0.0
1787,12086127,Dark Grey,NA,NA,Pink,Pleased,NA,NA,NA,Blue,NA,Tophat,Blue Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1788,12086184,Classic,NA,NA,NA,Silly,NA,NA,NA,NA,Light Pink,Blue Crown,NA,NA,Pumpkin,Dumbbell,NA,unlisted,0.0,0,0.0
1789,12086183,Grey,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1790,12086187,Classic,NA,NA,Off White,Content,Grey,Light Green,NA,Light Blue,Seafoam Green,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1791,12086189,Grapefruit,NA,NA,NA,Happy,Brown,NA,NA,NA,NA,Small Pink Bow,Skeptical Brows,NA,NA,NA,NA,for_sale,1.69,0,0.0
1792,12085952,Classic,NA,NA,NA,Pleased,NA,NA,Brown Spots,Pink,NA,NA,Alert Brows,Dark Green,NA,NA,NA,unlisted,0.0,0,0.0
1793,12086190,Coffee,NA,NA,NA,Meh,NA,Sage,NA,NA,Dark Purple,Tophat,Red Glasses,NA,NA,Dumbbell,NA,for_sale,0.29,0,0.0
1794,12086186,Classic,NA,NA,NA,Silly,Pink,Sage,NA,NA,NA,Red Beanie,Red Glasses,NA,NA,NA,NA,for_sale,0.2,0,0.0
1795,12086199,Teal,NA,NA,NA,Pleased,NA,Sage,NA,Pink,Purples,Green Beanie,Green Round Shades,NA,Yellow Heart,NA,NA,for_sale,0.198,0,0.0
1796,12086198,Free Britney,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Surprised Brows,Black,NA,Wine,NA,for_sale,1.0,0,0.0
1797,12086179,Lavender,NA,NA,NA,Happy,NA,NA,NA,Grey,NA,Yellow Sweatband,Neon Pink Shades,NA,Red Bandana,NA,NA,for_sale,0.5,0,0.0
1798,12086181,Mellow Yellow,NA,NA,NA,Meh,Pink,Sage,NA,NA,NA,NA,VR Blue,NA,NA,NA,NA,unlisted,0.0,0,0.0
1799,12086167,Coffee,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Pink Sunglasses,Jeans,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1800,12086194,Grey,NA,NA,Off White,Happy,NA,NA,NA,Light Blue,NA,NA,Green Blue Goggles,Orange,NA,NA,NA,unlisted,0.0,0,0.0
1801,12086192,Flamingo,NA,NA,NA,Meh,NA,NA,NA,NA,Mellow Yellow,NA,Black Red Goggles,NA,NA,NA,NA,for_sale,0.26,0,0.0
1802,12086200,Cornflower,NA,NA,NA,Pleased,Orange,NA,NA,NA,Pastel,NA,Red Glasses,NA,Blue Bandana,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1803,12086202,Grey,NA,NA,NA,Pleased,Pink,NA,NA,Yellow,Cold Feet,NA,NA,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
1804,12086205,Walnut,NA,NA,NA,Silly,Pink,NA,NA,NA,Seafoam Green,NA,Skeptical Brows,NA,Blue Bandana,Water,NA,for_sale,0.29,0,0.0
1805,12086204,Fern,NA,NA,NA,Pleased,Pink,Blue,NA,Pink,NA,Orange Bow,Skeptical Brows,NA,NA,NA,NA,for_sale,0.6,0,0.0
1806,12086211,Teal,NA,NA,NA,Pleased,NA,NA,NA,Green,NA,Orange Bow,Purple Round Shades,Jeans,NA,Water,NA,unlisted,0.0,0,0.0
1807,12085979,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Red Beanie With Pompom,Alert Brows,NA,Green Bandana,NA,NA,for_sale,0.8,0,0.0
1808,12086209,Black,NA,NA,NA,Happy,NA,NA,NA,NA,Neon Green,NA,Light Orange Snorkel,NA,Purple Heart,NA,NA,for_sale,2.88,0,0.0
1809,12086208,Steel,NA,NA,NA,Pleased,NA,NA,Orange Brown Stripes,NA,Cold Feet,Red Bow,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1810,12086201,Ocean,NA,NA,NA,Unamused,Grey,NA,NA,NA,Purples,Orange Bow,Skeptical Brows,Pink,NA,NA,NA,for_sale,0.2,0,0.0
1811,12086170,Grapefruit,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Blue Sweatband,Curious Brows,Green,NA,Water,NA,for_sale,0.8,0,0.0
1812,12086160,Fern,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,Blue Shield Glasses,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
1813,12086212,Flamingo,NA,NA,NA,Silly,NA,Sage,NA,Lime,Purples,NA,Blue Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1814,12086218,Flamingo,NA,NA,NA,Silly,NA,Yellow,NA,NA,Cold Feet,Small Pink Bow,3D Glasses,NA,NA,NA,NA,for_sale,1.0,0,0.0
1815,12086222,Carmel,Off White,NA,Blue,Happy,NA,Blue,NA,NA,NA,NA,NA,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
1816,12086219,Black,NA,NA,NA,Content,Purple,NA,NA,Yellow,NA,Green Sweatband,NA,Orange,NA,NA,NA,unlisted,0.0,0,0.0
1817,12086229,Perry Winks,NA,NA,NA,Pleased,NA,NA,NA,Light Blue,Light Pink,NA,Pissed Brows,NA,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1818,12086231,Lavender,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Bug,Yellow Goggles,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
1819,12086215,Classic,NA,NA,NA,Happy,Cold,NA,NA,NA,Dark Pink,NA,Green Blue Goggles,Brown,NA,NA,NA,for_sale,0.2,0,0.0
1820,12086118,Passion Fruit,NA,NA,NA,Pleased,NA,Brown,Brown Spots,NA,NA,NA,NA,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
1821,12086228,Free Britney,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Green Crown,Red Glasses,NA,NA,NA,NA,for_sale,0.53,0,0.0
1822,12086233,Steel,NA,Cream,NA,Happy,NA,NA,NA,Green,NA,Green Sweatband,Pissed Brows,NA,NA,NA,NA,for_sale,0.4,0,0.0
1823,12086237,Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Grey Crown,Skeptical Brows,NA,NA,NA,NA,for_sale,0.53,0,0.0
1824,12086242,Steel,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1825,12086245,Classic,NA,NA,NA,Pleased,NA,NA,NA,Lime,NA,Black Sweatband,Blue Shield Glasses,Blue,NA,NA,NA,for_sale,2.0,0,0.0
1826,12086246,Black,NA,NA,NA,Meh,NA,Light Pink,NA,Grey,NA,Mellon,Blue Readers,NA,NA,NA,NA,for_sale,0.2,0,0.0
1827,12086250,Dark Grey,NA,NA,NA,Meh,NA,NA,NA,Yellow,NA,Green Beanie,Black Red Goggles,NA,Purple Bandana,NA,NA,for_sale,1.34,0,0.0
1828,12086249,Classic,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Bug,Pink Sunglasses,Blue,NA,Berry Ice Pop,NA,for_sale,0.2,0,0.0
1829,12086125,Black,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Skeptical Brows,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1830,12086253,Classic,NA,NA,NA,Silly,NA,NA,NA,NA,Purples,NA,Kris Jenner Shades,Black,Green Bandana,NA,NA,for_sale,0.2,0,0.0
1831,12086247,Classic,NA,NA,NA,Unamused,NA,NA,NA,NA,Cold Feet,Dark Pink Sweatband,Skeptical Brows,Black,NA,NA,NA,for_sale,0.8,0,0.0
1832,12086254,Basic Pink,Off White,NA,NA,Content,NA,On Fire,NA,NA,NA,NA,Black Red Goggles,NA,Green Bandana,NA,NA,for_sale,18.32,0,0.0
1833,12086260,Walnut,NA,NA,NA,Meh,Cold,Purple,NA,NA,Dark Pink,NA,VR Purple,Dark Green,NA,NA,NA,for_sale,1.0,0,0.0
1834,12086261,Cornflower,Neon Green,NA,NA,Pleased,NA,NA,NA,Green,NA,NA,NA,NA,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1835,12086256,Teal,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1836,12086259,Black,NA,NA,NA,Content,NA,NA,NA,NA,NA,Green Sweatband,Pink Sunglasses,Black,NA,Red Saber,NA,for_sale,0.19,0,0.0
1837,12086264,Carmel,NA,Brown,NA,Happy,Pink,NA,NA,NA,NA,NA,Pink Sunglasses,Brown,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1838,12086267,Lavender,NA,NA,NA,Meh,Pink,NA,White Spots,NA,NA,Blue Crown,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1839,12086268,Free Britney,NA,NA,NA,Content,NA,NA,NA,Yellow,NA,Pinkish Sweatband,NA,NA,NA,Dumbbell,NA,for_sale,1.75,0,0.0
1840,12086270,Basic Pink,NA,NA,NA,Meh,NA,Blue,NA,Pink,Seafoam Green,Pink Crown,NA,NA,Red Bandana,NA,NA,for_sale,0.6,0,0.0
1841,12086262,Grey,NA,NA,NA,Unamused,NA,Yellow,NA,Lime,NA,Red Bow,Curious Brows,NA,NA,NA,NA,auction,1.0,0,0.0
1842,12086274,Dark Grey,NA,NA,NA,Unamused,Brown,NA,NA,NA,NA,Orange Bow,Purple Pink Shades,Dark Green,Yellow Heart,NA,NA,for_sale,0.6,0,0.0
1843,12086279,Coffee,NA,NA,Blue,Silly,NA,Yellow,NA,NA,NA,Purple Bow,Pink Sunglasses,NA,Green Bandana,NA,NA,for_sale,0.53,0,0.0
1844,12086275,Coffee,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,Tophat,Pissed Brows,NA,NA,Wine,NA,unlisted,0.0,0,0.0
1845,12086258,Pistachio,NA,NA,NA,Happy,Brown,Tan,NA,Light Blue,NA,NA,NA,NA,Yellow Bandana,NA,NA,for_sale,0.53,0,0.0
1846,12086269,Basic Pink,NA,NA,Blue,Meh,NA,NA,NA,NA,NA,Black Sweatband,Blue Green Shades,NA,NA,Blue Saber,NA,for_sale,0.15,0,0.0
1847,12086284,Flamingo,NA,NA,NA,Content,NA,NA,NA,Pink,NA,Another Red Beanie,VR Blue,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
1848,12086283,Cornflower,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1849,12086287,Ocean,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1850,12086288,Coffee,NA,NA,NA,Pleased,NA,Sage,NA,NA,NA,Neon Green Sweatband,Over It Brows,NA,NA,Berry Ice Pop,NA,for_sale,0.2,0,0.0
1851,12086290,Lavender,NA,Cream,NA,Happy,NA,NA,NA,NA,Light Pink,Coachella,Curious Brows,Orange,NA,NA,NA,for_sale,100.0,0,0.0
1852,12086263,Steel,NA,NA,Brown,Pleased,Purple,NA,NA,Yellow,NA,NA,3D Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1853,12086293,Grapefruit,NA,NA,Off White,Pleased,NA,NA,NA,Light Blue,Neon Green,Green Bow,Red Readers,NA,NA,NA,NA,for_sale,0.1,1,0.04
1854,12086166,Lavender,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Red Beanie With Pompom,NA,NA,Blue Collar,NA,NA,for_sale,5.0,0,0.0
1855,12086294,Fern,NA,NA,NA,Content,NA,NA,NA,Light Blue,NA,Dark Purple Sweatband,Curious Brows,NA,Yellow Bandana,NA,NA,for_sale,0.15,0,0.0
1856,12086271,Carmel,NA,NA,NA,Unamused,Grey,Light Brown,NA,NA,NA,NA,Red Glasses,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1857,12086302,Walnut,NA,NA,Off White,Meh,Orange,Yellow,NA,NA,NA,NA,VR Blue,Pink,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1858,12086304,Cornflower,Tan,NA,NA,Pleased,Grey,NA,NA,Red,NA,NA,Skeptical Brows,NA,NA,NA,NA,for_sale,0.15,0,0.0
1859,12086303,Blush,NA,Brown,NA,Pleased,Brown,NA,NA,NA,Primary,NA,Red Round Shades,Blue,NA,NA,NA,unlisted,0.0,0,0.0
1860,12086308,Classic,NA,NA,NA,Pleased,Brown,NA,NA,Green,Neon Green,Purple,Green Goggles,NA,NA,NA,NA,for_sale,0.43,0,0.0
1861,12086296,Classic Plus,NA,NA,NA,Silly,Pink,NA,NA,Lime,Neon Green,NA,NA,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
1862,12086316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hashmask,unlisted,0.0,1,0.51
1863,12086315,Grapefruit,NA,NA,NA,Content,NA,Sage,NA,NA,Neon Green,NA,Blue Shield Glasses,NA,Red Collar,Water,NA,unlisted,0.0,0,0.0
1864,12086318,Black,NA,NA,NA,Silly,NA,Sage,White Spots,Green,Light Pink,Birthday Pink,Pissed Brows,Green,NA,Blue Saber,NA,for_sale,0.88,0,0.0
1865,12086322,Dark Grey,NA,NA,Grey,Pleased,NA,Brown,NA,NA,Mellow Yellow,NA,Surprised Brows,NA,NA,Wine,NA,for_sale,1.64,0,0.0
1866,12086325,Cornflower,NA,NA,NA,Pleased,NA,NA,NA,Green,NA,Blue Sweatband,Yellow Orange Shades,NA,Yellow Bandana,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1867,12086210,Lavender,NA,Blue,NA,Pleased,NA,Light Green,NA,Green,NA,Teal Hat,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1868,12086336,Black,NA,NA,NA,Content,Pink,NA,NA,Grey,NA,Red Beanie With Pompom,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1869,12086339,Carmel,NA,NA,NA,Happy,Grey,NA,NA,Yellow,NA,Pink Crown,NA,NA,Red Bandana,NA,NA,for_sale,0.69,0,0.0
1870,12086344,Thin Mint,NA,NA,NA,Pleased,Pink,NA,NA,NA,NA,Red Beanie With Pompom,Pink Sunglasses,Jeans,Pumpkin,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1871,12086345,Grapefruit,NA,NA,NA,Unamused,Brown,NA,NA,NA,NA,Grey Crown,Red Glasses,Brown,Green Bandana,NA,NA,for_sale,0.15,0,0.0
1872,12086353,Grapefruit,Tan,NA,NA,Pleased,Cold,Light Green,NA,Yellow,NA,NA,VR Blue,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
1873,12086354,Classic,NA,NA,NA,Meh,NA,Yellow,NA,Blue,Neon Green,Small Pink Bow,Pink Protective Goggles,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1874,12086301,Mellow Yellow,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Orange Bow,Pink Purple Shades,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1875,12086365,Grapefruit,NA,Brown,NA,Pleased,NA,Brown,NA,Yellow,NA,Pink Crown,Red Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1876,12086360,Flamingo,NA,NA,NA,Pissed,Pink,NA,NA,Grey,NA,Red Beanie,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1877,12086371,Classic Plus,NA,NA,NA,Meh,NA,Tan,NA,Light Blue,NA,Red Sweatband,Purple Round Shades,Orange,NA,NA,NA,unlisted,0.0,0,0.0
1878,12086372,Mellow Yellow,NA,NA,Off White,Silly,Brown,NA,NA,NA,NA,Blue Beanie,NA,NA,Yellow Bandana,NA,NA,for_sale,0.15,0,0.0
1879,12086327,Teal,NA,NA,NA,Happy,NA,NA,NA,Brown,NA,Red Bow,Pink Purple Shades,NA,NA,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
1880,12086386,Black,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.15,0,0.0
1881,12086387,Dark Grey,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1882,12086388,Walnut,NA,NA,NA,Silly,NA,NA,NA,NA,Neon Green,NA,Over It Brows,Dark Green,NA,Wine,NA,unlisted,0.0,0,0.0
1883,12086389,Classic,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,Green Bandana,Red Saber,NA,unlisted,0.0,0,0.0
1884,12086396,Steel,Pink,NA,NA,Unamused,NA,NA,NA,Green,NA,Birthday Blue,Green Sunglasses,NA,NA,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
1885,12086385,Steel,NA,NA,NA,Meh,Grey,NA,White Spots,NA,NA,Dark Purple Sweatband,Blue Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1886,12086399,Carmel,NA,NA,Brown,Pissed,NA,Sage,NA,NA,NA,NA,Purple Pink Shades,NA,NA,Lemon Icepop,NA,unlisted,0.0,0,0.0
1887,12086401,Mellow Yellow,NA,NA,Off White,Pleased,Orange,NA,Brown Stripes,NA,Mellow Yellow,NA,NA,NA,Green Bandana,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1888,12086400,Fire,NA,NA,NA,Happy,NA,NA,NA,NA,Mellow Yellow,Pink Crown,NA,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
1889,12086402,Classic,NA,NA,NA,Silly,NA,NA,NA,Blue,Seafoam Green,Blue Sweatband,Blue Round Shades,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
1890,12086313,Classic,NA,Brown,NA,Happy,NA,NA,NA,NA,NA,Grey Crown,Skeptical Brows,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
1891,12086411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euler Beats,for_sale,25.0,1,0.5
1892,12086407,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Red Sweatband,Alert Brows,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
1893,12086413,Classic Plus,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1894,12086410,Cornflower,NA,NA,NA,Content,NA,Purple,NA,NA,NA,NA,3D Glasses,Black,NA,NA,NA,unlisted,0.0,0,0.0
1895,12086403,Pistachio,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Tophat,Pink Purple Shades,Green,Green Bandana,NA,NA,unlisted,0.0,0,0.0
1896,12086414,Lavender,NA,NA,NA,Meh,Grey,NA,NA,NA,NA,Blue Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1897,12086420,Grapefruit,NA,NA,Off White,Unamused,NA,NA,NA,NA,Dark Purple,Dark Pink Sweatband,Red Glasses,NA,Yellow Flowers,NA,NA,auction,0.53,0,0.0
1898,12086361,Black,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Tophat,Curious Brows,Black,NA,Berry Ice Pop,NA,for_sale,1.0,0,0.0
1899,12086408,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Dark Green Sweatband,Red Glasses,NA,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1900,12086421,Thin Mint,NA,NA,Off White,Pleased,NA,NA,NA,NA,NA,Birthday Pink,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1901,12086419,Grapefruit,NA,NA,NA,Pleased,Brown,Purple,NA,NA,NA,Another Red Beanie,Green Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
1902,12086422,Ocean,NA,NA,NA,Pleased,NA,Brown,NA,NA,NA,Crown,Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1903,12086425,Basic Pink,NA,Cream,NA,Pleased,Purple,NA,NA,NA,Dark Brown,Tophat,NA,Orange,NA,NA,NA,for_sale,0.29,0,0.0
1904,12086426,Mellow Yellow,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1905,12086427,Flamingo,NA,NA,NA,Pleased,NA,NA,NA,Lime,NA,Green Sweatband,Purple Round Shades,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
1906,12086429,Carmel,NA,NA,NA,Pleased,Grey,NA,Orange Brown Stripes,NA,NA,NA,Skeptical Brows,NA,Purple Flowers,NA,NA,unlisted,0.0,0,0.0
1907,12086390,Lavender,NA,NA,NA,Meh,Brown,Tan,NA,Grey,NA,Dark Pink Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1908,12086434,Walnut,NA,NA,NA,Happy,Pink,NA,NA,Pink,Neon Green,Green Beanie,Sunglasses,NA,NA,NA,NA,auction,0.53,0,0.0
1909,12086272,Dark Grey,NA,NA,NA,Pleased,NA,On Fire,NA,Pink,NA,NA,Over It Brows,NA,NA,Red Saber,NA,unlisted,0.0,0,0.0
1910,12086441,Classic,NA,Brown,NA,Happy,NA,NA,NA,NA,Purples,Yellow Hat,Protective Goggles,Black,Pink Flowers,NA,NA,for_sale,1.0,0,0.0
1911,12086443,Black,NA,NA,NA,Content,Brown,NA,NA,NA,NA,NA,Kris Jenner Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1912,12086445,Pistachio,NA,NA,NA,Happy,NA,Brown,NA,Blue,NA,Red Beanie With Pompom,Pissed Brows,Black,NA,NA,NA,unlisted,0.0,0,0.0
1913,12086449,Classic,NA,NA,NA,Content,NA,Light Green,NA,Light Blue,NA,Red Beanie With Pompom,Sunglasses,Orange,NA,NA,NA,unlisted,0.0,0,0.0
1914,12086454,Steel,NA,NA,NA,Pleased,NA,Yellow,NA,NA,Mellow Yellow,NA,Skeptical Brows,Jeans,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1915,12086206,Carmel,NA,NA,NA,Pissed,NA,NA,NA,NA,Dark Brown,NA,NA,NA,Green Flowers,Red Saber,NA,unlisted,0.0,0,0.0
1916,12086456,Lavender,NA,Blue,NA,Unamused,Grey,NA,NA,NA,Dark Pink,NA,NA,NA,Heart,NA,NA,for_sale,2.35,0,0.0
1917,12086359,Coffee,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,3D Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
1918,12086458,Ocean,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Bug,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1919,12086470,Coffee,NA,NA,NA,Pleased,NA,Tan,NA,NA,Sage,Orange Bow,Pink Sunglasses,Green,NA,NA,NA,for_sale,0.27,0,0.0
1920,12086472,Blush,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
1921,12086468,Flamingo,NA,NA,NA,Pleased,NA,Yellow,NA,Blue,NA,NA,Blue Green Shades,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
1922,12086477,Basic Pink,NA,NA,NA,Happy,NA,Sage,NA,Grey,NA,Dark Pink Sweatband,Alert Brows,NA,Red Bandana,NA,NA,for_sale,1.0,0,0.0
1923,12086478,Flamingo,NA,NA,NA,Meh,Grey,NA,NA,Light Blue,NA,Coachella,Blue Readers,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
1924,12086493,Grey,NA,NA,Off White,Happy,Brown,Light Brown,NA,NA,NA,NA,Curious Brows,Orange,Pink Collar,NA,NA,unlisted,0.0,0,0.0
1925,12086490,Classic,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Red Sweatband,Purple Snorkel,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
1926,12086499,Cornflower,NA,NA,Grey,Pleased,NA,NA,NA,Lime,NA,Coachella,Green Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1927,12086505,Perry Winks,NA,NA,NA,Content,NA,NA,NA,Pink,Mellow Yellow,Green Crown,Red Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
1928,12086510,Perry Winks,NA,NA,Off White,Pissed,NA,Light Pink,NA,Green,Cold Feet,Berry Crown,NA,NA,NA,Berry Ice Pop,NA,for_sale,0.35,0,0.0
1929,12086500,Cornflower,NA,NA,NA,Happy,Brown,Yellow,NA,NA,NA,Blue Beanie,Blue Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
1930,12086514,Classic,NA,NA,NA,Happy,NA,NA,NA,Light Blue,Purples,Crown,NA,Brown,Blue Collar,Lemon Icepop,NA,for_sale,0.15,0,0.0
1931,12086438,Classic Plus,NA,NA,NA,Pleased,NA,Blue,NA,NA,NA,Tophat,Skeptical Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1932,12086518,Black,NA,NA,NA,Happy,NA,NA,NA,NA,Dark Pink,Black Beanie,Pissed Brows,NA,Purple Flowers,NA,NA,unlisted,0.0,0,0.0
1933,12086521,Ocean,NA,NA,NA,Happy,NA,Yellow,NA,NA,NA,Small Pink Bow,Black Red Goggles,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
1934,12086532,Blush,NA,NA,NA,Pleased,Orange,Blue,NA,Lime,NA,Blue Sweatband,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1935,12086537,Cornflower,NA,NA,NA,Pleased,NA,Light Brown,NA,NA,Seafoam Green,Purple Bow,Pink Sunglasses,NA,Yellow Bandana,Berry Ice Pop,NA,for_sale,0.1,0,0.0
1936,12086348,Black,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Tophat,Kris Jenner Shades,NA,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
1937,12086541,Fire,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Pumpkin Top,Protective Goggles,NA,NA,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
1938,12086545,Grey,NA,NA,NA,Unamused,NA,NA,NA,NA,Red,NA,Light Orange Snorkel,NA,NA,NA,NA,unlisted,0.0,0,0.0
1939,12086551,Basic Pink,NA,NA,NA,Pissed,NA,NA,NA,Lime,NA,Dark Green Sweatband,Pink Sunglasses,Green,Green Flowers,Berry Ice Pop,NA,for_sale,1.0,0,0.0
1940,12086548,Teal,NA,NA,NA,Pleased,NA,Light Pink,NA,NA,NA,Green Bow,Pink Sunglasses,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
1941,12086554,Fern,NA,NA,NA,Pleased,Pink,NA,The White Stripes,NA,NA,Bug,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
1942,12086553,Black,NA,NA,NA,Happy,NA,On Fire,NA,NA,Purples,NA,VR Green,NA,Green Flowers,NA,NA,auction,2.0,0,0.0
1943,12086547,Classic,NA,NA,NA,Pissed,NA,NA,NA,NA,Seafoam Green,Dark Pink Sweatband,NA,Dark Green,NA,Dumbbell,NA,for_sale,0.5,0,0.0
1944,12086564,Thin Mint,NA,NA,NA,Pleased,NA,NA,NA,NA,Purples,Red Beanie With Pompom,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
